,names,firstVsLast,gender,locality1,locality1Names,locality2,locality2Names
5823,jenewein,Lastname,Last,de,german,de_AT,German (Austria)
5824,winter,Lastname,Last,de,german,de_AT,German (Austria)
5825,gruber,Lastname,Last,de,german,de_AT,German (Austria)
5826,schober,Lastname,Last,de,german,de_AT,German (Austria)
5827,franz,Lastname,Last,de,german,de_AT,German (Austria)
5828,heiss,Lastname,Last,de,german,de_AT,German (Austria)
5829,kocher,Lastname,Last,de,german,de_AT,German (Austria)
5830,rath,Lastname,Last,de,german,de_AT,German (Austria)
5831,angerer,Lastname,Last,de,german,de_AT,German (Austria)
5832,tauber,Lastname,Last,de,german,de_AT,German (Austria)
5833,kapeller,Lastname,Last,de,german,de_AT,German (Austria)
5834,grünberger,Lastname,Last,de,german,de_AT,German (Austria)
5835,lederer,Lastname,Last,de,german,de_AT,German (Austria)
5836,philipp,Lastname,Last,de,german,de_AT,German (Austria)
5837,teufl,Lastname,Last,de,german,de_AT,German (Austria)
5838,trauner,Lastname,Last,de,german,de_AT,German (Austria)
5839,gstrein,Lastname,Last,de,german,de_AT,German (Austria)
5840,scheiber,Lastname,Last,de,german,de_AT,German (Austria)
5841,hermann,Lastname,Last,de,german,de_AT,German (Austria)
5842,kager,Lastname,Last,de,german,de_AT,German (Austria)
5843,schandl,Lastname,Last,de,german,de_AT,German (Austria)
5844,schuh,Lastname,Last,de,german,de_AT,German (Austria)
5845,bader,Lastname,Last,de,german,de_AT,German (Austria)
5846,decker,Lastname,Last,de,german,de_AT,German (Austria)
5847,handl,Lastname,Last,de,german,de_AT,German (Austria)
5848,stefan,Lastname,Last,de,german,de_AT,German (Austria)
5849,denk,Lastname,Last,de,german,de_AT,German (Austria)
5850,mader,Lastname,Last,de,german,de_AT,German (Austria)
5851,buchberger,Lastname,Last,de,german,de_AT,German (Austria)
5852,harrer,Lastname,Last,de,german,de_AT,German (Austria)
5853,humer,Lastname,Last,de,german,de_AT,German (Austria)
5854,stark,Lastname,Last,de,german,de_AT,German (Austria)
5855,reiterer,Lastname,Last,de,german,de_AT,German (Austria)
5856,schneeberger,Lastname,Last,de,german,de_AT,German (Austria)
5857,weigl,Lastname,Last,de,german,de_AT,German (Austria)
5858,staudacher,Lastname,Last,de,german,de_AT,German (Austria)
5859,weiser,Lastname,Last,de,german,de_AT,German (Austria)
5860,reitbauer,Lastname,Last,de,german,de_AT,German (Austria)
5861,prohaska,Lastname,Last,de,german,de_AT,German (Austria)
5862,larcher,Lastname,Last,de,german,de_AT,German (Austria)
5863,haderer,Lastname,Last,de,german,de_AT,German (Austria)
5864,hutterer,Lastname,Last,de,german,de_AT,German (Austria)
5865,zeiler,Lastname,Last,de,german,de_AT,German (Austria)
5866,bachmann,Lastname,Last,de,german,de_AT,German (Austria)
5867,schenk,Lastname,Last,de,german,de_AT,German (Austria)
5868,handler,Lastname,Last,de,german,de_AT,German (Austria)
5869,ziegler,Lastname,Last,de,german,de_AT,German (Austria)
5870,steger,Lastname,Last,de,german,de_AT,German (Austria)
5871,kremser,Lastname,Last,de,german,de_AT,German (Austria)
5872,kahr,Lastname,Last,de,german,de_AT,German (Austria)
5873,kofler,Lastname,Last,de,german,de_AT,German (Austria)
5874,hauer,Lastname,Last,de,german,de_AT,German (Austria)
5875,klug,Lastname,Last,de,german,de_AT,German (Austria)
5876,klaus,Lastname,Last,de,german,de_AT,German (Austria)
5877,zeiner,Lastname,Last,de,german,de_AT,German (Austria)
5878,grassl,Lastname,Last,de,german,de_AT,German (Austria)
5879,schachner,Lastname,Last,de,german,de_AT,German (Austria)
5880,schröder,Lastname,Last,de,german,de_AT,German (Austria)
5881,leopold,Lastname,Last,de,german,de_AT,German (Austria)
5882,kral,Lastname,Last,de,german,de_AT,German (Austria)
5883,hackl,Lastname,Last,de,german,de_AT,German (Austria)
5884,spindler,Lastname,Last,de,german,de_AT,German (Austria)
5885,neuhold,Lastname,Last,de,german,de_AT,German (Austria)
5886,paulitsch,Lastname,Last,de,german,de_AT,German (Austria)
5887,herbst,Lastname,Last,de,german,de_AT,German (Austria)
5888,krenn,Lastname,Last,de,german,de_AT,German (Austria)
5889,meindl,Lastname,Last,de,german,de_AT,German (Austria)
5890,burgstaller,Lastname,Last,de,german,de_AT,German (Austria)
5891,berger,Lastname,Last,de,german,de_AT,German (Austria)
5892,käfer,Lastname,Last,de,german,de_AT,German (Austria)
5893,niederl,Lastname,Last,de,german,de_AT,German (Austria)
5894,jovanovic,Lastname,Last,de,german,de_AT,German (Austria)
5895,füreder,Lastname,Last,de,german,de_AT,German (Austria)
5896,jauk,Lastname,Last,de,german,de_AT,German (Austria)
5897,pilz,Lastname,Last,de,german,de_AT,German (Austria)
5898,altmann,Lastname,Last,de,german,de_AT,German (Austria)
5899,buchner,Lastname,Last,de,german,de_AT,German (Austria)
5900,leber,Lastname,Last,de,german,de_AT,German (Austria)
5901,schäfer,Lastname,Last,de,german,de_AT,German (Austria)
5902,kramer,Lastname,Last,de,german,de_AT,German (Austria)
5903,heindl,Lastname,Last,de,german,de_AT,German (Austria)
5904,edlinger,Lastname,Last,de,german,de_AT,German (Austria)
5905,rotter,Lastname,Last,de,german,de_AT,German (Austria)
5906,scheucher,Lastname,Last,de,german,de_AT,German (Austria)
5907,lassnig,Lastname,Last,de,german,de_AT,German (Austria)
5908,mair,Lastname,Last,de,german,de_AT,German (Austria)
5909,sorger,Lastname,Last,de,german,de_AT,German (Austria)
5910,jöbstl,Lastname,Last,de,german,de_AT,German (Austria)
5911,neuwirth,Lastname,Last,de,german,de_AT,German (Austria)
5912,felber,Lastname,Last,de,german,de_AT,German (Austria)
5913,ulrich,Lastname,Last,de,german,de_AT,German (Austria)
5914,kraxner,Lastname,Last,de,german,de_AT,German (Austria)
5915,laimer,Lastname,Last,de,german,de_AT,German (Austria)
5916,schrenk,Lastname,Last,de,german,de_AT,German (Austria)
5917,eberhard,Lastname,Last,de,german,de_AT,German (Austria)
5918,rauch,Lastname,Last,de,german,de_AT,German (Austria)
5919,weiss,Lastname,Last,de,german,de_AT,German (Austria)
5920,kolar,Lastname,Last,de,german,de_AT,German (Austria)
5921,pichler,Lastname,Last,de,german,de_AT,German (Austria)
5922,pauer,Lastname,Last,de,german,de_AT,German (Austria)
5923,fischer,Lastname,Last,de,german,de_AT,German (Austria)
5924,schwendinger,Lastname,Last,de,german,de_AT,German (Austria)
5925,hofinger,Lastname,Last,de,german,de_AT,German (Austria)
5926,glaser,Lastname,Last,de,german,de_AT,German (Austria)
5927,nagel,Lastname,Last,de,german,de_AT,German (Austria)
5928,eberl,Lastname,Last,de,german,de_AT,German (Austria)
5929,haidinger,Lastname,Last,de,german,de_AT,German (Austria)
5930,pachler,Lastname,Last,de,german,de_AT,German (Austria)
5931,rudolf,Lastname,Last,de,german,de_AT,German (Austria)
5932,schmidinger,Lastname,Last,de,german,de_AT,German (Austria)
5933,redl,Lastname,Last,de,german,de_AT,German (Austria)
5934,schrittwieser,Lastname,Last,de,german,de_AT,German (Austria)
5935,reithofer,Lastname,Last,de,german,de_AT,German (Austria)
5936,schlögl,Lastname,Last,de,german,de_AT,German (Austria)
5937,kaiser,Lastname,Last,de,german,de_AT,German (Austria)
5938,neumeister,Lastname,Last,de,german,de_AT,German (Austria)
5939,bacher,Lastname,Last,de,german,de_AT,German (Austria)
5940,kuhn,Lastname,Last,de,german,de_AT,German (Austria)
5941,walser,Lastname,Last,de,german,de_AT,German (Austria)
5942,haslauer,Lastname,Last,de,german,de_AT,German (Austria)
5943,schmuck,Lastname,Last,de,german,de_AT,German (Austria)
5944,maurer,Lastname,Last,de,german,de_AT,German (Austria)
5945,auer,Lastname,Last,de,german,de_AT,German (Austria)
5946,brandstetter,Lastname,Last,de,german,de_AT,German (Austria)
5947,anderl,Lastname,Last,de,german,de_AT,German (Austria)
5948,herrmann,Lastname,Last,de,german,de_AT,German (Austria)
5949,seifert,Lastname,Last,de,german,de_AT,German (Austria)
5950,rohrer,Lastname,Last,de,german,de_AT,German (Austria)
5951,platzer,Lastname,Last,de,german,de_AT,German (Austria)
5952,trattner,Lastname,Last,de,german,de_AT,German (Austria)
5953,fleischmann,Lastname,Last,de,german,de_AT,German (Austria)
5954,stecher,Lastname,Last,de,german,de_AT,German (Austria)
5955,koller,Lastname,Last,de,german,de_AT,German (Austria)
5956,meister,Lastname,Last,de,german,de_AT,German (Austria)
5957,strasser,Lastname,Last,de,german,de_AT,German (Austria)
5958,hubmann,Lastname,Last,de,german,de_AT,German (Austria)
5959,scherz,Lastname,Last,de,german,de_AT,German (Austria)
5960,streicher,Lastname,Last,de,german,de_AT,German (Austria)
5961,heigl,Lastname,Last,de,german,de_AT,German (Austria)
5962,reich,Lastname,Last,de,german,de_AT,German (Austria)
5963,walder,Lastname,Last,de,german,de_AT,German (Austria)
5964,mayrhofer,Lastname,Last,de,german,de_AT,German (Austria)
5965,spitzer,Lastname,Last,de,german,de_AT,German (Austria)
5966,toth,Lastname,Last,de,german,de_AT,German (Austria)
5967,rainer,Lastname,Last,de,german,de_AT,German (Austria)
5968,schuller,Lastname,Last,de,german,de_AT,German (Austria)
5969,kaltenböck,Lastname,Last,de,german,de_AT,German (Austria)
5970,luttenberger,Lastname,Last,de,german,de_AT,German (Austria)
5971,ringhofer,Lastname,Last,de,german,de_AT,German (Austria)
5972,renner,Lastname,Last,de,german,de_AT,German (Austria)
5973,zettl,Lastname,Last,de,german,de_AT,German (Austria)
5974,hainzl,Lastname,Last,de,german,de_AT,German (Austria)
5975,mitter,Lastname,Last,de,german,de_AT,German (Austria)
5976,holler,Lastname,Last,de,german,de_AT,German (Austria)
5977,gutmann,Lastname,Last,de,german,de_AT,German (Austria)
5978,hagen,Lastname,Last,de,german,de_AT,German (Austria)
5979,grabner,Lastname,Last,de,german,de_AT,German (Austria)
5980,ackerl,Lastname,Last,de,german,de_AT,German (Austria)
5981,hörl,Lastname,Last,de,german,de_AT,German (Austria)
5982,bernhard,Lastname,Last,de,german,de_AT,German (Austria)
5983,gindl,Lastname,Last,de,german,de_AT,German (Austria)
5984,schöpf,Lastname,Last,de,german,de_AT,German (Austria)
5985,aschauer,Lastname,Last,de,german,de_AT,German (Austria)
5986,kasper,Lastname,Last,de,german,de_AT,German (Austria)
5987,polzer,Lastname,Last,de,german,de_AT,German (Austria)
5988,koch,Lastname,Last,de,german,de_AT,German (Austria)
5989,strobl,Lastname,Last,de,german,de_AT,German (Austria)
5990,waltl,Lastname,Last,de,german,de_AT,German (Austria)
5991,götz,Lastname,Last,de,german,de_AT,German (Austria)
5992,nussbaumer,Lastname,Last,de,german,de_AT,German (Austria)
5993,ebner,Lastname,Last,de,german,de_AT,German (Austria)
5994,schüller,Lastname,Last,de,german,de_AT,German (Austria)
5995,reinprecht,Lastname,Last,de,german,de_AT,German (Austria)
5996,mitterer,Lastname,Last,de,german,de_AT,German (Austria)
5997,keller,Lastname,Last,de,german,de_AT,German (Austria)
5998,göschl,Lastname,Last,de,german,de_AT,German (Austria)
5999,kröll,Lastname,Last,de,german,de_AT,German (Austria)
6000,köhler,Lastname,Last,de,german,de_AT,German (Austria)
6001,ender,Lastname,Last,de,german,de_AT,German (Austria)
6002,strohmayer,Lastname,Last,de,german,de_AT,German (Austria)
6003,wechselberger,Lastname,Last,de,german,de_AT,German (Austria)
6004,holzknecht,Lastname,Last,de,german,de_AT,German (Austria)
6005,hinterberger,Lastname,Last,de,german,de_AT,German (Austria)
6006,fleck,Lastname,Last,de,german,de_AT,German (Austria)
6007,mühlböck,Lastname,Last,de,german,de_AT,German (Austria)
6008,stangl,Lastname,Last,de,german,de_AT,German (Austria)
6009,rabitsch,Lastname,Last,de,german,de_AT,German (Austria)
6010,riedler,Lastname,Last,de,german,de_AT,German (Austria)
6011,pertl,Lastname,Last,de,german,de_AT,German (Austria)
6012,fröhlich,Lastname,Last,de,german,de_AT,German (Austria)
6013,brandtner,Lastname,Last,de,german,de_AT,German (Austria)
6014,enzinger,Lastname,Last,de,german,de_AT,German (Austria)
6015,santner,Lastname,Last,de,german,de_AT,German (Austria)
6016,berthold,Lastname,Last,de,german,de_AT,German (Austria)
6017,breuer,Lastname,Last,de,german,de_AT,German (Austria)
6018,grabher,Lastname,Last,de,german,de_AT,German (Austria)
6019,kölbl,Lastname,Last,de,german,de_AT,German (Austria)
6020,mairhofer,Lastname,Last,de,german,de_AT,German (Austria)
6021,schatz,Lastname,Last,de,german,de_AT,German (Austria)
6022,pölzl,Lastname,Last,de,german,de_AT,German (Austria)
6023,windhager,Lastname,Last,de,german,de_AT,German (Austria)
6024,steinbauer,Lastname,Last,de,german,de_AT,German (Austria)
6025,karrer,Lastname,Last,de,german,de_AT,German (Austria)
6026,klocker,Lastname,Last,de,german,de_AT,German (Austria)
6027,plattner,Lastname,Last,de,german,de_AT,German (Austria)
6028,scharinger,Lastname,Last,de,german,de_AT,German (Austria)
6029,weber,Lastname,Last,de,german,de_AT,German (Austria)
6030,walcher,Lastname,Last,de,german,de_AT,German (Austria)
6031,frühwirth,Lastname,Last,de,german,de_AT,German (Austria)
6032,fellner,Lastname,Last,de,german,de_AT,German (Austria)
6033,juen,Lastname,Last,de,german,de_AT,German (Austria)
6034,riedmann,Lastname,Last,de,german,de_AT,German (Austria)
6035,hammer,Lastname,Last,de,german,de_AT,German (Austria)
6036,mitterlehner,Lastname,Last,de,german,de_AT,German (Austria)
6037,spreitzer,Lastname,Last,de,german,de_AT,German (Austria)
6038,bartl,Lastname,Last,de,german,de_AT,German (Austria)
6039,hochleitner,Lastname,Last,de,german,de_AT,German (Austria)
6040,schilcher,Lastname,Last,de,german,de_AT,German (Austria)
6041,prenner,Lastname,Last,de,german,de_AT,German (Austria)
6042,keplinger,Lastname,Last,de,german,de_AT,German (Austria)
6043,lammer,Lastname,Last,de,german,de_AT,German (Austria)
6044,buchegger,Lastname,Last,de,german,de_AT,German (Austria)
6045,rossmann,Lastname,Last,de,german,de_AT,German (Austria)
6046,stolz,Lastname,Last,de,german,de_AT,German (Austria)
6047,schinagl,Lastname,Last,de,german,de_AT,German (Austria)
6048,reindl,Lastname,Last,de,german,de_AT,German (Austria)
6049,schlager,Lastname,Last,de,german,de_AT,German (Austria)
6050,wenzl,Lastname,Last,de,german,de_AT,German (Austria)
6051,maierhofer,Lastname,Last,de,german,de_AT,German (Austria)
6052,sperl,Lastname,Last,de,german,de_AT,German (Austria)
6053,puchner,Lastname,Last,de,german,de_AT,German (Austria)
6054,hummel,Lastname,Last,de,german,de_AT,German (Austria)
6055,riener,Lastname,Last,de,german,de_AT,German (Austria)
6056,meixner,Lastname,Last,de,german,de_AT,German (Austria)
6057,steindl,Lastname,Last,de,german,de_AT,German (Austria)
6058,ertl,Lastname,Last,de,german,de_AT,German (Austria)
6059,perner,Lastname,Last,de,german,de_AT,German (Austria)
6060,parzer,Lastname,Last,de,german,de_AT,German (Austria)
6061,simic,Lastname,Last,de,german,de_AT,German (Austria)
6062,schindler,Lastname,Last,de,german,de_AT,German (Austria)
6063,haring,Lastname,Last,de,german,de_AT,German (Austria)
6064,gmeiner,Lastname,Last,de,german,de_AT,German (Austria)
6065,bischof,Lastname,Last,de,german,de_AT,German (Austria)
6066,moser,Lastname,Last,de,german,de_AT,German (Austria)
6067,heller,Lastname,Last,de,german,de_AT,German (Austria)
6068,resch,Lastname,Last,de,german,de_AT,German (Austria)
6069,pesendorfer,Lastname,Last,de,german,de_AT,German (Austria)
6070,heinrich,Lastname,Last,de,german,de_AT,German (Austria)
6071,adler,Lastname,Last,de,german,de_AT,German (Austria)
6072,lindinger,Lastname,Last,de,german,de_AT,German (Austria)
6073,mühlberger,Lastname,Last,de,german,de_AT,German (Austria)
6074,payer,Lastname,Last,de,german,de_AT,German (Austria)
6075,köll,Lastname,Last,de,german,de_AT,German (Austria)
6076,hafner,Lastname,Last,de,german,de_AT,German (Austria)
6077,kastner,Lastname,Last,de,german,de_AT,German (Austria)
6078,kopp,Lastname,Last,de,german,de_AT,German (Austria)
6079,gamsjäger,Lastname,Last,de,german,de_AT,German (Austria)
6080,trinkl,Lastname,Last,de,german,de_AT,German (Austria)
6081,kollmann,Lastname,Last,de,german,de_AT,German (Austria)
6082,albrecht,Lastname,Last,de,german,de_AT,German (Austria)
6083,ramsauer,Lastname,Last,de,german,de_AT,German (Austria)
6084,wallner,Lastname,Last,de,german,de_AT,German (Austria)
6085,zenz,Lastname,Last,de,german,de_AT,German (Austria)
6086,hübner,Lastname,Last,de,german,de_AT,German (Austria)
6087,lipp,Lastname,Last,de,german,de_AT,German (Austria)
6088,erber,Lastname,Last,de,german,de_AT,German (Austria)
6089,kerschbaum,Lastname,Last,de,german,de_AT,German (Austria)
6090,kucera,Lastname,Last,de,german,de_AT,German (Austria)
6091,hattinger,Lastname,Last,de,german,de_AT,German (Austria)
6092,felder,Lastname,Last,de,german,de_AT,German (Austria)
6093,bösch,Lastname,Last,de,german,de_AT,German (Austria)
6094,neuhauser,Lastname,Last,de,german,de_AT,German (Austria)
6095,haslinger,Lastname,Last,de,german,de_AT,German (Austria)
6096,ecker,Lastname,Last,de,german,de_AT,German (Austria)
6097,böck,Lastname,Last,de,german,de_AT,German (Austria)
6098,rieder,Lastname,Last,de,german,de_AT,German (Austria)
6099,kappel,Lastname,Last,de,german,de_AT,German (Austria)
6100,bogner,Lastname,Last,de,german,de_AT,German (Austria)
6101,lampert,Lastname,Last,de,german,de_AT,German (Austria)
6102,bauer,Lastname,Last,de,german,de_AT,German (Austria)
6103,schuster,Lastname,Last,de,german,de_AT,German (Austria)
6104,klein,Lastname,Last,de,german,de_AT,German (Austria)
6105,kloiber,Lastname,Last,de,german,de_AT,German (Austria)
6106,wiedner,Lastname,Last,de,german,de_AT,German (Austria)
6107,aichholzer,Lastname,Last,de,german,de_AT,German (Austria)
6108,hofstätter,Lastname,Last,de,german,de_AT,German (Austria)
6109,siller,Lastname,Last,de,german,de_AT,German (Austria)
6110,kaspar,Lastname,Last,de,german,de_AT,German (Austria)
6111,engl,Lastname,Last,de,german,de_AT,German (Austria)
6112,schiller,Lastname,Last,de,german,de_AT,German (Austria)
6113,baldauf,Lastname,Last,de,german,de_AT,German (Austria)
6114,kreiner,Lastname,Last,de,german,de_AT,German (Austria)
6115,schönauer,Lastname,Last,de,german,de_AT,German (Austria)
6116,griesser,Lastname,Last,de,german,de_AT,German (Austria)
6117,pfeffer,Lastname,Last,de,german,de_AT,German (Austria)
6118,hütter,Lastname,Last,de,german,de_AT,German (Austria)
6119,kolb,Lastname,Last,de,german,de_AT,German (Austria)
6120,kratzer,Lastname,Last,de,german,de_AT,German (Austria)
6121,bodner,Lastname,Last,de,german,de_AT,German (Austria)
6122,bachler,Lastname,Last,de,german,de_AT,German (Austria)
6123,rieger,Lastname,Last,de,german,de_AT,German (Austria)
6124,jost,Lastname,Last,de,german,de_AT,German (Austria)
6125,taferner,Lastname,Last,de,german,de_AT,German (Austria)
6126,krainer,Lastname,Last,de,german,de_AT,German (Austria)
6127,artner,Lastname,Last,de,german,de_AT,German (Austria)
6128,rettenbacher,Lastname,Last,de,german,de_AT,German (Austria)
6129,hörmann,Lastname,Last,de,german,de_AT,German (Austria)
